Kwh,name,datetime,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
0.76,"Kozani, Greece",2023-04-07 12:00:00,9.0,7.5,-3.0,42.74,0.0,0.0,0.0,17.7,9.4,170.0,1015.0,25.6,10.0,760.0,2.7,8.0,Partially cloudy,partly-cloudy-day
0.7698,"Kozani, Greece",2023-04-07 13:00:00,10.0,9.1,-4.0,37.09,0.0,0.0,0.0,19.1,7.6,210.0,1015.0,25.7,10.0,851.0,3.1,9.0,Partially cloudy,partly-cloudy-day
0.6856,"Kozani, Greece",2023-04-07 14:00:00,11.0,11.0,-3.0,37.39,0.0,0.0,0.0,16.2,7.6,90.0,1015.0,25.7,10.0,869.0,3.1,9.0,Partially cloudy,partly-cloudy-day
0.647,"Kozani, Greece",2023-04-07 15:00:00,12.0,12.0,-5.0,30.13,0.0,0.0,0.0,22.3,9.3,140.0,1014.0,25.7,10.0,832.0,3.0,8.0,Partially cloudy,partly-cloudy-day
0.4945,"Kozani, Greece",2023-04-07 16:00:00,13.0,13.0,-4.0,30.42,0.0,0.0,0.0,12.2,7.6,140.0,1014.0,92.3,24.1,739.0,2.7,7.0,Overcast,cloudy
0.1949,"Kozani, Greece",2023-04-07 17:00:00,13.0,13.0,-5.0,28.21,0.0,0.0,0.0,14.4,13.0,100.0,1013.0,100.0,24.1,592.0,2.1,6.0,Overcast,cloudy
0.1063,"Kozani, Greece",2023-04-07 18:00:00,13.0,13.0,-5.0,28.21,0.0,0.0,0.0,21.3,11.2,110.0,1013.0,72.8,24.0,406.0,1.5,4.0,Partially cloudy,partly-cloudy-day
0.0148,"Kozani, Greece",2023-04-07 19:00:00,12.0,12.0,-1.0,40.56,0.0,0.0,0.0,14.0,14.8,130.0,1014.0,65.8,24.1,181.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-07 20:00:00,9.0,7.9,-2.0,46.03,0.0,0.0,0.0,10.4,7.6,140.0,1014.0,60.4,24.1,32.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-07 21:00:00,8.0,8.0,-1.0,53.01,0.0,0.0,0.0,11.2,3.6,320.0,1015.0,87.8,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 22:00:00,8.0,6.7,0.0,57.02,0.0,0.0,0.0,12.2,7.6,260.0,1016.0,83.8,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-07 23:00:00,7.0,7.0,0.0,61.04,0.0,0.0,0.0,10.8,3.6,47.7,1016.0,88.7,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 00:00:00,6.0,5.0,0.0,65.38,0.0,0.0,0.0,13.8,5.4,320.0,1017.0,81.0,23.5,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 01:00:00,5.0,3.2,0.0,70.09,0.0,0.0,0.0,10.1,7.6,340.0,1017.0,71.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 02:00:00,5.0,3.9,-1.0,65.17,0.0,0.0,0.0,7.9,5.4,338.9,1017.0,67.1,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 03:00:00,5.0,3.9,0.0,70.11,0.0,0.0,0.0,9.7,5.4,290.0,1017.0,89.6,21.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 04:00:00,6.0,5.0,0.0,65.39,0.0,0.0,0.0,2.2,5.4,12.2,1017.0,90.2,21.2,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-08 05:00:00,6.0,6.0,-1.0,60.8,0.0,0.0,0.0,3.2,3.6,326.2,1017.0,83.5,23.7,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 06:00:00,5.0,5.0,0.0,70.14,0.0,0.0,0.0,9.4,3.6,300.0,1017.0,78.3,23.9,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0243,"Kozani, Greece",2023-04-08 07:00:00,5.0,3.2,-1.0,65.17,0.0,0.0,0.0,4.7,7.6,340.0,1017.0,77.9,24.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.183,"Kozani, Greece",2023-04-08 08:00:00,4.0,4.0,0.0,75.17,0.0,0.0,0.0,7.9,0.0,0.0,1017.0,71.8,24.1,33.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.154,"Kozani, Greece",2023-04-08 09:00:00,6.9,6.9,-1.0,56.83,0.0,0.0,0.0,7.6,1.8,140.0,1018.0,30.0,10.0,132.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.3461,"Kozani, Greece",2023-04-08 10:00:00,8.0,8.0,0.0,57.02,0.0,0.0,0.0,7.2,1.8,102.3,1018.0,46.6,23.8,394.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.6903,"Kozani, Greece",2023-04-08 11:00:00,10.0,10.0,0.0,49.82,0.0,0.0,0.0,16.6,3.6,129.1,1018.0,70.0,23.5,340.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.7156,"Kozani, Greece",2023-04-08 12:00:00,11.0,11.0,2.0,53.82,0.0,0.0,0.0,16.6,7.6,180.0,1018.0,80.0,10.0,426.0,1.5,4.0,Partially cloudy,partly-cloudy-day
0.7478,"Kozani, Greece",2023-04-08 13:00:00,12.0,12.0,3.0,54.09,0.0,0.0,0.0,24.5,11.2,100.0,1018.0,82.4,24.1,338.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.6129,"Kozani, Greece",2023-04-08 14:00:00,12.0,12.0,2.0,50.38,0.0,0.0,0.0,29.5,9.4,120.0,1017.0,80.0,24.1,353.0,1.3,4.0,Partially cloudy,partly-cloudy-day
0.3702,"Kozani, Greece",2023-04-08 15:00:00,14.0,14.0,1.0,41.16,0.0,0.0,0.0,23.9,11.2,130.0,1017.0,98.7,24.1,303.0,1.1,3.0,Overcast,cloudy
0.3426,"Kozani, Greece",2023-04-08 16:00:00,14.0,14.0,1.0,41.15,0.0,0.0,0.0,28.4,7.6,140.0,1016.0,98.8,24.1,281.0,1.0,3.0,Overcast,cloudy
0.2615,"Kozani, Greece",2023-04-08 17:00:00,13.0,13.0,0.0,40.85,0.0,0.0,0.0,27.4,11.2,140.0,1016.0,73.4,24.1,245.0,0.9,2.0,Partially cloudy,partly-cloudy-day
0.0762,"Kozani, Greece",2023-04-08 18:00:00,12.0,12.0,1.0,46.91,0.0,0.0,0.0,24.5,11.2,110.0,1015.0,78.5,16.5,106.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.0078,"Kozani, Greece",2023-04-08 19:00:00,12.0,12.0,1.0,46.89,0.0,0.0,0.0,25.2,9.4,110.0,1015.0,74.4,13.6,49.0,0.2,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-08 20:00:00,10.0,10.0,2.0,57.53,0.0,0.0,0.0,24.8,0.0,0.0,1016.0,62.6,15.4,53.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-08 21:00:00,9.0,9.0,4.0,70.91,0.015,0.0,0.0,25.6,3.6,326.0,1016.0,74.8,17.5,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2023-04-08 22:00:00,9.0,8.5,5.0,76.02,0.0,0.0,0.0,13.0,5.4,49.5,1017.0,77.5,20.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-08 23:00:00,8.0,7.3,5.0,81.35,0.0,0.0,0.0,6.5,5.4,20.0,1018.0,77.6,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-09 00:00:00,8.0,7.3,5.0,81.35,0.0,0.0,0.0,17.9,5.4,353.6,1018.0,88.0,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-09 01:00:00,7.0,6.2,6.0,93.35,0.0,0.0,0.0,2.9,5.4,352.3,1017.0,94.1,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-09 02:00:00,7.0,7.0,6.0,93.35,0.0,0.0,0.0,3.2,1.8,358.9,1018.0,94.5,11.7,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-09 03:00:00,7.0,7.0,6.0,93.34,0.982,0.0,0.0,19.1,0.0,0.0,1017.0,98.9,19.6,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-09 04:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,3.2,3.6,331.8,1018.0,99.9,23.8,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-09 05:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,1.8,0.0,0.0,1018.0,88.3,8.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-09 06:00:00,6.0,6.0,6.0,99.97,0.0,0.0,0.0,11.1,0.0,0.0,1017.0,88.3,9.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0023,"Kozani, Greece",2023-04-09 07:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,6.1,0.0,0.0,1017.0,88.3,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.024,"Kozani, Greece",2023-04-09 08:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,6.8,0.0,0.0,1017.0,88.3,9.0,9.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.0632,"Kozani, Greece",2023-04-09 09:00:00,6.0,6.0,6.0,99.96,0.021,0.0,0.0,12.1,0.0,360.0,1017.0,88.3,10.0,23.0,0.1,0.0,"Rain, Partially cloudy",rain
0.1935,"Kozani, Greece",2023-04-09 10:00:00,7.0,7.0,6.0,93.35,0.0,0.0,0.0,8.6,0.0,0.0,1018.0,88.3,10.0,41.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.2348,"Kozani, Greece",2023-04-09 11:00:00,8.0,8.0,6.0,87.19,0.0,0.0,0.0,16.6,0.0,0.0,1018.0,88.3,10.0,76.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.2077,"Kozani, Greece",2023-04-09 12:00:00,9.0,9.0,5.0,76.05,0.0,0.0,0.0,11.2,0.0,0.0,1018.0,88.3,10.0,75.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.2121,"Kozani, Greece",2023-04-09 13:00:00,9.0,8.5,6.0,81.48,0.0,0.0,0.0,23.0,5.4,138.9,1018.0,100.0,19.4,306.0,1.1,3.0,Overcast,cloudy
0.3973,"Kozani, Greece",2023-04-09 14:00:00,9.0,9.0,5.0,76.02,0.0,0.0,0.0,23.0,3.6,91.3,1018.0,100.0,6.8,501.0,1.8,5.0,Overcast,cloudy
0.3073,"Kozani, Greece",2023-04-09 15:00:00,11.0,11.0,5.0,66.5,0.001,0.0,0.0,16.9,7.6,130.0,1017.0,100.0,8.0,254.0,0.9,3.0,"Rain, Overcast",rain
0.1363,"Kozani, Greece",2023-04-09 16:00:00,11.0,11.0,4.0,62.01,0.0,0.0,0.0,24.1,5.4,62.3,1016.0,100.0,16.8,229.0,0.8,2.0,Overcast,cloudy
0.0222,"Kozani, Greece",2023-04-09 17:00:00,10.0,10.0,4.0,66.28,0.0,0.0,0.0,22.7,3.6,68.0,1016.0,100.0,12.1,252.0,0.9,3.0,Overcast,cloudy
0.0231,"Kozani, Greece",2023-04-09 18:00:00,7.0,4.5,6.0,93.29,0.0,0.0,0.0,12.9,12.9,280.0,1016.0,100.0,11.0,149.0,0.5,1.0,Overcast,cloudy
0.0012,"Kozani, Greece",2023-04-09 19:00:00,7.0,5.1,6.0,93.35,0.0,0.0,0.0,9.4,9.4,20.0,1016.0,100.0,2.9,82.0,0.3,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-09 20:00:00,6.0,4.4,5.0,93.3,0.0,0.0,0.0,5.0,7.6,40.0,1016.0,100.0,0.4,8.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-09 21:00:00,6.0,6.0,5.0,93.29,3.937,0.0,0.0,21.7,3.6,310.0,1017.0,100.0,0.2,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-09 22:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.1,10.1,3.6,327.2,1017.0,100.0,0.5,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-09 23:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.1,15.5,3.6,320.9,1017.0,100.0,8.6,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-10 00:00:00,6.0,4.4,4.0,87.02,0.0,0.0,0.2,8.0,7.5,350.0,1017.0,100.0,6.2,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-10 01:00:00,6.0,5.0,4.0,87.0,0.0,0.0,0.4,18.4,5.4,306.3,1017.0,100.0,0.8,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-10 02:00:00,5.0,3.9,4.0,93.25,0.0,0.0,0.6,17.6,5.4,294.9,1016.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-10 03:00:00,5.0,5.0,4.0,93.25,0.065,0.0,0.9,9.0,0.0,0.0,1016.0,100.0,0.2,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-10 04:00:00,5.0,3.9,4.0,93.25,0.0,0.0,1.0,11.9,5.4,306.5,1015.0,100.0,0.6,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-10 05:00:00,5.0,5.0,4.0,93.25,0.0,0.0,1.0,8.6,1.8,321.2,1015.0,100.0,0.3,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2023-04-10 06:00:00,5.0,5.0,4.0,93.24,0.0,0.0,1.0,8.9,1.8,330.0,1015.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0046,"Kozani, Greece",2023-04-10 07:00:00,5.0,3.9,4.0,93.25,0.0,0.0,1.0,9.0,5.4,317.2,1015.0,97.5,0.1,0.0,0.0,0.0,Overcast,fog
0.0577,"Kozani, Greece",2023-04-10 08:00:00,6.0,4.4,4.0,87.0,0.0,0.0,1.0,9.7,7.6,340.0,1015.0,100.0,10.0,39.0,0.1,0.0,Overcast,cloudy
0.0539,"Kozani, Greece",2023-04-10 09:00:00,6.0,4.0,4.0,87.02,0.027,0.0,1.0,11.2,9.3,340.0,1015.0,100.0,10.0,16.0,0.1,0.0,"Rain, Overcast",rain
0.1961,"Kozani, Greece",2023-04-10 10:00:00,6.0,3.6,5.0,93.3,0.0,0.0,0.9,14.4,11.2,340.0,1015.0,100.0,10.0,339.0,1.2,3.0,Overcast,cloudy
0.2627,"Kozani, Greece",2023-04-10 11:00:00,7.0,5.6,5.0,87.09,0.0,0.0,0.9,14.0,7.6,330.0,1015.0,100.0,10.0,486.0,1.7,5.0,Overcast,cloudy
0.326,"Kozani, Greece",2023-04-10 12:00:00,7.0,4.8,5.0,87.05,0.0,0.0,0.9,15.6,11.2,360.0,1015.0,100.0,10.0,373.0,1.3,4.0,Overcast,cloudy
0.3626,"Kozani, Greece",2023-04-10 13:00:00,8.0,8.0,4.0,75.85,0.0,0.0,0.9,15.8,0.0,0.0,1015.0,100.0,10.0,380.0,1.4,4.0,Overcast,cloudy
0.5317,"Kozani, Greece",2023-04-10 14:00:00,9.0,9.0,6.0,81.48,0.0,0.0,0.8,15.5,0.0,0.0,1015.0,100.0,10.0,254.0,0.9,3.0,Overcast,cloudy
0.4325,"Kozani, Greece",2023-04-10 15:00:00,10.0,10.0,3.0,61.82,2.973,0.0,0.8,24.2,0.0,360.0,1014.0,88.3,10.0,248.0,0.9,2.0,"Rain, Partially cloudy",rain
0.1793,"Kozani, Greece",2023-04-10 16:00:00,10.0,8.1,4.0,66.28,0.0,0.0,0.7,15.5,13.0,300.0,1014.0,95.7,14.5,347.0,1.2,3.0,Overcast,cloudy
0.0621,"Kozani, Greece",2023-04-10 17:00:00,9.0,7.2,3.0,66.06,0.0,0.0,0.6,16.6,11.2,350.0,1013.0,90.7,14.2,389.0,1.4,4.0,Overcast,cloudy
0.0392,"Kozani, Greece",2023-04-10 18:00:00,6.0,6.0,4.0,86.94,0.0,0.0,0.6,24.1,1.8,20.0,1014.0,99.2,13.6,152.0,0.5,2.0,Overcast,cloudy
0.01,"Kozani, Greece",2023-04-10 19:00:00,6.0,4.0,5.0,93.3,0.0,0.0,0.5,15.8,9.4,260.0,1014.0,98.7,11.5,86.0,0.3,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-10 20:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.5,17.3,0.0,0.0,1014.0,98.7,14.6,13.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-10 21:00:00,5.0,5.0,4.0,93.22,0.009,0.0,0.5,15.8,3.6,250.4,1014.0,92.5,14.6,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2023-04-10 22:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.5,10.8,3.6,312.7,1014.0,94.3,14.6,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-10 23:00:00,6.0,4.0,4.0,87.0,0.0,0.0,0.4,13.0,9.4,350.0,1015.0,87.3,23.4,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-11 00:00:00,6.0,3.6,4.0,86.99,0.0,0.0,0.4,19.1,11.1,340.0,1014.0,62.0,23.4,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-11 01:00:00,6.0,4.0,3.0,81.08,0.0,0.0,0.4,11.9,9.4,340.0,1014.0,86.8,14.6,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-11 02:00:00,5.0,2.8,2.0,80.94,0.0,0.0,0.4,15.1,9.4,340.0,1014.0,85.2,14.7,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-11 03:00:00,5.0,1.5,3.0,86.9,0.118,0.0,0.0,15.3,16.5,330.0,1014.0,83.3,23.5,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2023-04-11 04:00:00,5.0,2.4,2.0,80.94,0.0,0.0,0.0,14.0,11.2,340.0,1013.0,93.8,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-11 05:00:00,5.0,2.1,2.0,80.94,0.0,0.0,0.0,14.0,13.0,340.0,1013.0,50.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-11 06:00:00,5.0,2.1,2.0,80.95,0.0,0.0,0.0,19.5,12.9,340.0,1013.0,50.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0108,"Kozani, Greece",2023-04-11 07:00:00,5.0,1.8,2.0,80.94,0.0,0.0,0.0,16.2,14.8,340.0,1013.0,50.0,10.0,5.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.1142,"Kozani, Greece",2023-04-11 08:00:00,4.0,0.2,2.0,86.8,0.0,0.0,0.0,18.0,16.6,340.0,1013.0,50.0,10.0,37.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.3021,"Kozani, Greece",2023-04-11 09:00:00,6.0,3.6,3.0,81.04,0.0,0.0,0.0,23.0,11.2,320.0,1013.0,50.0,10.0,187.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.6077,"Kozani, Greece",2023-04-11 10:00:00,8.0,5.0,3.0,70.69,0.0,0.0,0.0,35.3,18.4,340.0,1013.0,50.0,10.0,443.0,1.6,4.0,Partially cloudy,partly-cloudy-day
0.7,"Kozani, Greece",2023-04-11 11:00:00,10.0,7.3,2.0,57.53,0.0,0.0,0.0,38.5,20.5,350.0,1013.0,50.0,10.0,308.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.7235,"Kozani, Greece",2023-04-11 12:00:00,11.0,11.0,1.0,50.09,0.0,0.0,0.0,33.5,22.3,330.0,1012.0,50.0,10.0,688.0,2.5,7.0,Partially cloudy,partly-cloudy-day
0.7178,"Kozani, Greece",2023-04-11 13:00:00,12.0,12.0,0.0,43.63,0.0,0.0,0.0,40.0,25.9,350.0,1012.0,50.0,10.0,877.0,3.2,9.0,Partially cloudy,partly-cloudy-day
0.6403,"Kozani, Greece",2023-04-11 14:00:00,12.0,12.0,-1.0,40.56,0.0,0.0,0.0,41.0,22.3,320.0,1011.0,50.0,10.0,863.0,3.1,9.0,Partially cloudy,partly-cloudy-day
0.5589,"Kozani, Greece",2023-04-11 15:00:00,13.0,13.0,-3.0,32.78,0.0,0.0,0.0,42.5,18.3,340.0,1011.0,0.0,24.1,585.0,2.1,6.0,Clear,clear-day
0.4997,"Kozani, Greece",2023-04-11 16:00:00,14.0,14.0,-2.0,33.07,0.0,0.0,0.0,45.4,20.5,360.0,1010.0,0.0,24.1,807.0,2.9,8.0,Clear,clear-day
0.311,"Kozani, Greece",2023-04-11 17:00:00,14.0,14.0,-2.0,33.07,0.0,0.0,0.0,41.8,18.4,340.0,1009.0,1.6,24.1,194.0,0.7,2.0,Clear,clear-day
0.0886,"Kozani, Greece",2023-04-11 18:00:00,14.0,14.0,-2.0,33.06,0.0,0.0,0.0,38.9,20.5,350.0,1009.0,8.5,24.1,134.0,0.5,1.0,Clear,clear-day
0.0341,"Kozani, Greece",2023-04-11 19:00:00,13.0,13.0,-2.0,35.29,0.0,0.0,0.0,37.1,14.8,330.0,1009.0,1.3,24.1,164.0,0.6,2.0,Clear,clear-day
0.0,"Kozani, Greece",2023-04-11 20:00:00,12.0,12.0,-3.0,35.0,0.0,0.0,0.0,31.7,14.8,320.0,1009.0,12.0,24.1,9.0,0.0,0.0,Clear,clear-day
0.0,"Kozani, Greece",2023-04-11 21:00:00,11.0,11.0,-3.0,37.39,0.0,0.0,0.0,19.1,11.2,330.0,1009.0,8.3,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2023-04-11 22:00:00,9.0,7.5,-2.0,46.03,0.0,0.0,0.0,19.4,9.4,310.0,1010.0,13.2,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2023-04-11 23:00:00,9.0,7.5,-2.0,46.03,0.0,0.0,0.0,18.4,9.4,340.0,1010.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-12 00:00:00,10.0,9.1,-2.0,43.08,0.0,0.0,0.0,26.7,7.6,330.0,1010.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-12 01:00:00,7.0,6.2,-1.0,56.76,0.0,0.0,0.0,16.6,5.4,310.0,1010.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-12 02:00:00,6.0,6.0,-1.0,60.8,0.0,0.0,0.0,14.0,3.6,312.2,1010.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-12 03:00:00,5.0,3.9,-1.0,65.15,0.0,0.0,0.0,24.6,5.4,360.0,1010.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2023-04-12 04:00:00,3.0,0.9,-1.0,74.99,0.0,0.0,0.0,11.5,7.6,360.0,1009.0,40.2,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2023-04-12 05:00:00,4.0,1.6,-1.0,69.89,0.0,0.0,0.0,13.0,9.4,340.0,1009.0,1.3,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2023-04-12 06:00:00,4.0,1.6,-1.0,69.88,0.0,0.0,0.0,20.7,9.3,20.0,1009.0,10.0,20.0,0.0,0.0,0.0,Clear,clear-night
0.0421,"Kozani, Greece",2023-04-12 07:00:00,2.0,-0.3,-1.0,80.51,0.0,0.0,0.0,14.4,7.6,360.0,1009.0,3.3,24.1,0.0,0.0,0.0,Clear,clear-day
0.2498,"Kozani, Greece",2023-04-12 08:00:00,5.0,3.2,0.0,70.09,0.0,0.0,0.0,14.4,7.6,250.0,1009.0,84.1,10.0,144.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.4241,"Kozani, Greece",2023-04-12 09:00:00,10.0,9.1,0.0,49.85,0.0,0.0,0.0,11.2,7.6,330.0,1009.0,25.7,10.0,86.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.4988,"Kozani, Greece",2023-04-12 10:00:00,11.0,11.0,0.0,46.61,0.0,0.0,0.0,7.2,7.6,40.0,1009.0,50.0,10.0,86.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.7072,"Kozani, Greece",2023-04-12 11:00:00,13.0,13.0,-1.0,37.98,0.0,0.0,0.0,8.6,9.4,10.0,1009.0,50.0,10.0,130.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.7318,"Kozani, Greece",2023-04-12 12:00:00,15.0,15.0,-2.0,31.02,0.0,0.0,0.0,26.1,11.2,20.0,1009.0,50.0,10.0,475.0,1.7,5.0,Partially cloudy,partly-cloudy-day
0.5707,"Kozani, Greece",2023-04-12 13:00:00,16.0,16.0,0.0,33.66,0.0,0.0,0.0,7.6,7.6,180.0,1008.0,50.0,10.0,982.0,3.5,10.0,Partially cloudy,partly-cloudy-day
0.4045,"Kozani, Greece",2023-04-12 14:00:00,15.0,15.0,0.0,35.88,0.0,0.0,0.0,25.6,7.6,230.0,1007.0,50.0,10.0,593.0,2.1,6.0,Partially cloudy,partly-cloudy-day
0.4134,"Kozani, Greece",2023-04-12 15:00:00,16.0,16.0,0.0,33.65,0.0,0.0,0.0,25.0,0.1,360.0,1006.0,50.0,10.0,602.0,2.2,6.0,Partially cloudy,partly-cloudy-day
0.287,"Kozani, Greece",2023-04-12 16:00:00,17.0,17.0,0.0,31.58,0.0,0.0,0.0,38.9,5.4,330.0,1006.0,99.7,24.1,773.0,2.8,8.0,Overcast,cloudy
0.2005,"Kozani, Greece",2023-04-12 17:00:00,17.0,17.0,-4.0,23.51,0.0,0.0,0.0,36.7,9.4,340.0,1006.0,94.1,24.1,561.0,2.0,6.0,Overcast,cloudy
0.0941,"Kozani, Greece",2023-04-12 18:00:00,16.0,16.0,-3.0,27.01,0.0,0.0,0.0,29.6,13.0,330.0,1006.0,71.0,24.1,456.0,1.6,5.0,Partially cloudy,partly-cloudy-day
0.0403,"Kozani, Greece",2023-04-12 19:00:00,15.0,15.0,-2.0,31.0,0.0,0.0,0.0,34.2,11.2,330.0,1006.0,64.3,24.1,191.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-12 20:00:00,15.0,15.0,-2.0,31.0,0.0,0.0,0.0,28.8,9.4,320.0,1006.0,46.2,24.1,58.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2023-04-12 21:00:00,11.0,11.0,-1.0,43.35,0.0,0.0,0.0,16.6,7.6,350.0,1007.0,15.3,24.1,0.0,0.0,0.0,Clear,clear-night
